RideID,DateKey,RideTime,ServiceType,RideStatus,SourceLocation,SourceAreaKey,DestinationLocation,DestAreaKey,DurationMin,DistanceKM,RideCharge,MiscCharge,TotalFare,PaymentMethod
RD6503713378588569,20240707,13:48:28.771041,bike,cancelled,Hennur Summit,,Koramangala 8th Block Zone,5.0,41,46.35,,,,
RD1186726061596970,20240805,04:27:02.771041,parcel,completed,Ramnagar Harbor,,Bagalur 1st Stage,,32,17.84,305.01,30.89,335.9,Amazon Pay
RD8751880463507904,20240801,23:24:49.771041,cab economy,completed,Hebbal Kempapura Park,2.0,Begur Estate,,15,18.06,455.02,32.25,487.27,Paytm
RD9725467802941906,20240803,07:25:44.771041,bike lite,completed,Peenya Boulevard,,Shivaji Nagar Viewpoint,,91,5.84,665.64,19.37,685.01,GPay
RD9660037913019695,20240629,02:46:12.771041,parcel,completed,Yelahanka New Town Layout,,Kadubeesanahalli Square,,92,22.21,92.23,47.87,140.1,Amazon Pay
RD1647634789709603,20240806,13:48:51.771041,auto,completed,Kothanur Harbor,,BTM 2nd Stage 6th Block,,12,12.87,91.35,39.77,131.12,GPay
RD9470615116700460,20240630,22:35:16.771041,bike,cancelled,Bellandur Works,,Ulsoor Zone,,69,35.72,,,,
RD0522625310374129,20240624,21:09:12.771041,parcel,completed,Koramangala 6th Block 5th Block,5.0,Dr. Shivaram Karanth Nagar Square,,110,31.68,219.33,4.45,223.78,GPay
RD9093177297119052,20240713,05:37:32.771041,auto,completed,Lingarajapuram Vista,,Mysore Road Nagar,,48,1.42,673.98,34.63,708.61,Paytm
RD1402030748983236,20240816,20:26:16.771041,bike,completed,Shivaji Nagar Cut,,Ramnagar 2nd Block,,32,11.12,758.26,31.63,789.89,Amazon Pay
RD3977383229540543,20240712,19:10:57.771041,bike,completed,HRBR Layout Meadows,,Basaveshwaranagar Lane,,97,43.81,186.95,0.03,186.98,Paytm
RD3419223923730806,20240725,03:54:14.771041,auto,completed,Ramnagar Extension,,Yelahanka New Town Drive,,47,1.36,258.72,17.32,276.04,Amazon Pay
RD4426573474773839,20240620,18:18:19.771041,auto,completed,Kasavanahalli Landing,,Benniganahalli 4th Stage,,31,39.41,671.69,1.15,672.84,GPay
RD1924541301174414,20240805,22:59:18.771041,bike,completed,Bhuvaneshwari Nagar Alley,,Dooravani Nagar Colony,,106,33.85,644.34,31.8,676.14,Paytm
RD3319514635255332,20240715,03:36:45.771041,bike,completed,Kalyan Nagar Crescent,,Thanisandra 6th Stage,,14,9.59,449.88,20.2,470.08,Amazon Pay
RD5561412661677166,20240630,05:00:39.771041,auto,completed,Chikkagubbi Plaza,,Bellandur Viewpoint,,23,3.26,389.36,46.53,435.89,QR scan
RD3412282298979599,20240719,19:21:42.771041,cab economy,completed,Peenya Track,,Kothaguda Dam,,20,33.11,460.91,0.06,460.97,Amazon Pay
RD2879183248525637,20240624,07:52:37.771041,auto,completed,Chikkabellandur Cut,,Nandini Layout Hills,,111,11.93,991.7,6.16,997.86,Amazon Pay
RD1652473404212852,20240630,15:54:51.771041,bike lite,completed,Kadugodi Heights,,HRBR Layout Quay,,63,31.63,365.98,34.13,400.11,QR scan
RD0476946416608672,20240803,14:13:17.771041,bike lite,completed,Jakkur Complex,,HSR Layout 5th Block,,10,3.74,359.28,33.01,392.29,QR scan
RD8825811349664428,20240810,07:27:27.771041,parcel,cancelled,ITI Layout Pass,,Hosur Harbor,,116,42.07,,,,
RD1917338086190445,20240804,13:46:08.771041,bike lite,completed,Vidyaranyapura Depot,,Devarachikkanahalli Boulevard,,101,22.89,161.15,43.34,204.49,QR scan
RD8723264085876620,20240811,19:54:47.771041,bike,completed,Hosur Road Enclave,,Kumaraswamy Layout Quadrant,,68,16.65,945.94,26.55,972.49,Amazon Pay
RD6247829730768416,20240622,13:30:35.771041,bike,completed,Chikkajala Area,,Kalyan Nagar Estate,,41,43.63,176.11,25.22,201.33,Paytm
RD0912537793140199,20240803,17:26:49.771041,cab economy,completed,Banashankari Pointe,,JP Nagar Sector,,81,9.07,441.68,0.51,442.19,Amazon Pay
RD9880004051376254,20240707,11:53:02.771041,bike,completed,Chandra Layout Yard,,Kasavanahalli Loop,,37,11.37,652.75,19.72,672.47,QR scan
RD3599419004202788,20240731,02:27:14.771041,cab economy,completed,Hennur Drive,,Jakkasandra Passage,,114,40.31,208.09,48.97,257.06,QR scan
RD9719775929895654,20240724,18:08:06.771041,bike,completed,Nagawara Pier,,Bikasipura Crescent,,114,39.06,301.32,22.39,323.71,Paytm
RD3595010296482808,20240812,07:27:42.771041,parcel,completed,Nayandahalli Close,,Koramangala Bay,5.0,96,27.96,89.73,5.54,95.27,Paytm
RD5699497722604493,20240712,09:46:26.771041,parcel,completed,Basaveshwaranagar Way,,Dodda Banaswadi 6th Block,,72,11.69,94.08,19.63,113.71,GPay
RD7101216787084741,20240713,03:46:44.771041,auto,completed,Ramnagar Garden,,Ramnagar Harbor,,61,16.19,969.32,33.77,1003.09,GPay
RD0126822251862930,20240804,22:46:00.771041,parcel,completed,Rajajinagar Colony,,Kundalahalli Heights,,60,45.92,303.4,12.45,315.85,Amazon Pay
RD9116558478294383,20240714,07:04:13.771041,parcel,completed,Subbanna Palya Circle,,Avalahalli Loop,,23,21.72,725.27,27.41,752.68,Amazon Pay
RD2983232581328008,20240723,15:17:46.771041,bike,completed,Dommasandra Depot,,Dasarahalli Fields,,66,13.48,359.77,45.1,404.87,Amazon Pay
RD2749868021281131,20240618,11:09:26.771041,cab economy,completed,Giri Nagar Fork,,Vidya Vihar Estate,,47,24.15,577.21,10.87,588.08,Paytm
RD3913072157691425,20240703,15:11:29.771041,parcel,completed,Kudlu Loop,,Adugodi Pier,,47,1.24,286.63,46.06,332.69,QR scan
RD8383275576399848,20240812,01:42:02.771041,bike,completed,Amruthahalli Cross,,Giri Nagar Close,,117,44.26,487.38,34.1,521.48,QR scan
RD1289456959907273,20240621,14:50:09.771041,auto,completed,Kengeri Crescent,,Indiranagar Farms,3.0,46,45.02,444.41,49.93,494.34,QR scan
RD9769093115496643,20240617,23:25:23.771041,bike,completed,Kodigehalli Grove,,Banaswadi Yard,,102,21.53,519.74,39.35,559.09,Paytm
RD0084530846487395,20240621,21:26:04.771041,bike lite,cancelled,Chikkagubbi Garden,,VV Puram Station,,59,27.87,,,,
RD1152781703788090,20240623,15:01:36.771041,cab economy,completed,BTM Layout Enclave,,Chikkajala 6th Stage,,65,47.75,149.31,20.06,169.37,Paytm
RD0821954392595513,20240718,18:23:39.771041,cab economy,completed,Basaveshwaranagar 5th Stage,,Rajajinagar Trail,,55,47.91,640.23,15.81,656.04,Amazon Pay
RD6021847139781280,20240722,10:53:19.771041,auto,completed,Mahadevapura View,,Bellandur Outer Ring Road Station,,86,5.06,239.75,6.8,246.55,GPay
RD3379379000332603,20240629,17:37:35.771041,cab economy,completed,HRBR Layout Complex,,Avalahalli Quarters,,104,41.2,594.71,41.82,636.5300000000001,Paytm
RD8597574397133915,20240728,11:37:55.771041,cab economy,completed,Kumaraswamy Layout Extension,,HRBR Layout 5th Block,,26,27.88,976.38,37.35,1013.73,Amazon Pay
RD7980894570610165,20240706,19:32:10.771041,bike lite,cancelled,Hosur Depot,,Chikkagubbi Station,,74,19.97,,,,
RD0301737864682080,20240617,09:06:48.771041,cab economy,completed,Anjanapura Loop,,Koramangala 8th Block Side,5.0,19,37.6,76.36,45.89,122.25,Paytm
RD7693993633359956,20240626,19:20:57.771041,cab economy,completed,Ramnagar Esplanade,,Amruthahalli Mews,,33,12.18,992.71,1.28,993.99,QR scan
RD2402839950968560,20240712,11:15:22.771041,bike,completed,Vidya Vihar Square,,Vidya Vihar Alley,,71,7.05,784.28,37.26,821.54,QR scan
RD2539396871831813,20240712,00:53:56.771041,bike lite,completed,Chandra Layout Quay,,Munnekollal Trail,,24,3.53,228.99,14.02,243.01,Amazon Pay
RD2809229737183256,20240804,04:05:50.771041,bike lite,completed,Hebbal Kempapura 1st Stage,2.0,Benson Town View,,12,21.42,778.14,15.52,793.66,GPay
RD3779618819683284,20240801,04:22:05.771041,parcel,completed,Seshadripuram Cross,,Naganathapura Fields,,107,26.73,519.41,26.09,545.5,GPay
RD6455560486982283,20240812,11:46:09.771041,auto,completed,Seshadripuram Square,,Gottigere 1st Block,,22,32.57,183.14,40.59,223.73,Amazon Pay
RD3792618795550454,20240730,20:06:43.771041,bike lite,completed,Kumaraswamy Layout Viewpoint,,Doddakannelli Colony,,77,43.13,940.49,2.93,943.42,Amazon Pay
RD5365025032388386,20240623,01:32:49.771041,parcel,completed,Chikkalasandra Viewpoint,,Anjanapura Pier,,107,18.42,773.54,33.89,807.43,QR scan
RD1911226763852210,20240806,11:55:29.771041,auto,completed,Madiwala Close,,Dooravani Nagar 6th Stage,,103,48.34,479.96,36.24,516.1999999999999,Amazon Pay
RD3732693657224725,20240730,02:02:03.771041,auto,completed,Mysore Road 4th Stage,,Nagwara Nagar,,63,38.11,148.52,32.7,181.22000000000003,Paytm
RD4459380815996339,20240727,19:30:28.771041,parcel,completed,Rachenahalli Way,,Kudlu Gate Harbor,,47,43.48,702.73,29.01,731.74,QR scan
RD8273362069461171,20240708,03:27:38.771041,cab economy,cancelled,Ramamurthy Nagar Fork,,Chokkanahalli Circle,,12,31.21,,,,
RD8492643860162174,20240625,22:49:06.771041,cab economy,completed,Bhuvaneshwari Nagar Quarters,,Gottigere Works,,31,28.38,475.77,46.7,522.47,QR scan
RD3897910911257786,20240718,07:33:42.771041,auto,completed,Kalyan Nagar Fork,,Chikkalasandra 4th Block,,18,3.37,816.63,29.22,845.85,QR scan
RD3733376719574699,20240814,00:35:03.771041,parcel,completed,Byatarayanapura Fields,,Dooravani Nagar Dam,,45,42.83,564.69,39.64,604.33,GPay
RD8547953790977419,20240706,15:09:22.771041,parcel,completed,Ramamurthy Nagar Drive,,Sadashiva Nagar Promenade,,35,38.88,954.73,24.57,979.3,GPay
RD8027313688287783,20240803,01:17:35.771041,bike,completed,HSR Layout Circle,,Agrahara Layout Grove,,51,21.29,433.63,36.05,469.68,QR scan
RD2249161659355429,20240707,03:03:42.771041,auto,completed,Kanakapura Landing,,HSR Layout Pier,,101,32.95,718.15,24.68,742.8299999999999,Amazon Pay
RD4642770309262275,20240807,16:13:49.771041,cab economy,completed,Chikkalasandra Meadows,,Basavanagudi Passage,,68,32.01,188.54,4.09,192.63,QR scan
RD9709377570131733,20240803,12:46:30.771041,cab economy,completed,Koramangala 6th Block Cove,5.0,Gottigere Mews,,91,13.4,955.64,0.82,956.46,Paytm
RD3440378909924108,20240805,09:15:10.771041,bike,completed,Ramamurthy Nagar Alley,,RMV 2nd Stage Crescent,,29,46.97,977.52,31.03,1008.55,Amazon Pay
RD8975859014203717,20240623,09:40:12.771041,cab economy,completed,Munnekollal 6th Stage,,Koramangala 4th Block Park,5.0,10,30.83,71.86,39.47,111.33,QR scan
RD3049743320604722,20240715,04:05:59.771041,cab economy,completed,Bommanahalli View,,Madiwala Cross,,112,16.85,781.15,17.28,798.43,GPay
RD0413620620680668,20240728,20:24:22.771041,bike,completed,Ramamurthy Nagar 5th Block,,Sadashiva Nagar Square,,88,12.51,172.18,10.45,182.63,Paytm
RD1223906047513808,20240728,07:15:33.771041,parcel,completed,Chokkanahalli Lane,,Madivala Place,,91,27.72,485.67,8.03,493.7,QR scan
RD4155961087083751,20240628,07:11:27.771041,auto,completed,Dodda Banaswadi Fork,,Avalahalli Nagar,,95,29.15,677.31,40.73,718.04,Paytm
RD1397708212771194,20240728,05:57:20.771041,bike,completed,Devarachikkanahalli Loop,,Mahalakshmi Layout Quarry,,33,37.84,82.5,39.22,121.72,QR scan
RD1293511757099388,20240709,13:31:58.771041,cab economy,completed,Kanaka Nagar Pointe,,Lingarajapuram Area,,32,32.87,369.56,13.69,383.25,Amazon Pay
RD9443435869724351,20240719,05:09:46.771041,parcel,completed,Bagalur Colony,,Vasanth Nagar Way,,83,15.01,197.85,18.8,216.65,GPay
RD6118370713940917,20240801,23:00:42.771041,bike lite,completed,Koramangala 7th Block Meadows,5.0,Harohalli Enclave,,26,16.08,134.61,3.31,137.92000000000002,Paytm
RD2536667421811039,20240701,22:34:49.771041,parcel,completed,HSR Layout Vista,,Jakkur Passage,,118,37.47,103.97,5.2,109.17,QR scan
RD1795931642584568,20240813,10:56:51.771041,parcel,completed,Chandra Layout Station,,Mahadevapura Quarry,,79,12.61,703.46,43.2,746.6600000000001,Amazon Pay
RD0749484792816815,20240815,02:12:06.771041,cab economy,completed,Rachenahalli Township,,Nelamangala 1st Block,,80,17.18,143.84,9.93,153.77,Paytm
RD2300478491679163,20240707,13:38:52.771041,cab economy,completed,Varthur Landing,,Frazer Town Nagar,,107,17.11,286.99,6.59,293.58,QR scan
RD6700797416711853,20240720,13:59:41.771041,auto,completed,Bikasipura Summit,,Peenya Promenade,,84,22.06,565.67,44.44,610.1099999999999,QR scan
RD1457012785449479,20240624,07:44:56.771041,auto,completed,Kudlu Gate Side,,Anjanapura Vista,,115,6.7,900.71,26.19,926.9,Paytm
RD5420704317614211,20240720,10:20:14.771041,bike,completed,Chikkagubbi Trail,,Kudlu Nagar,,97,16.34,197.36,47.2,244.56,QR scan
RD1858115967971357,20240801,15:49:22.771041,cab economy,completed,Balagere 4th Stage,,Begur Nagar,,29,49.49,727.85,37.92,765.77,Paytm
RD2193152339638273,20240713,19:42:19.771041,bike,cancelled,Nayandahalli Promenade,,Doddanekundi Area,,26,18.2,,,,
RD7486604987174393,20240813,12:59:07.771041,bike,completed,Hennur Road Pier,,Kaval Byrasandra Bay,,44,21.96,850.12,23.39,873.51,GPay
RD0100308538412508,20240729,18:27:52.771041,cab economy,completed,Benniganahalli Cut,,Kasavanahalli Grove,,61,36.32,599.72,15.63,615.35,QR scan
RD0871889521219999,20240708,02:50:23.771041,bike,completed,Kumaraswamy Layout Boulevard,,Tavarekere Extension,,102,35.49,916.18,17.02,933.2,Amazon Pay
RD4135921478719793,20240803,11:54:14.771041,bike lite,completed,Kadugodi Boulevard,,Doddaballapur Run,,28,36.9,934.4,41.78,976.18,Amazon Pay
RD6655010572349730,20240628,12:40:58.771041,bike,completed,Kudlu Ridge,,Kasturi Nagar Hills,,40,26.31,236.56,47.08,283.64,GPay
RD7616494487170917,20240730,18:36:45.771041,bike,completed,Bikasipura Garden,,Malleshwaram Ridge,,43,6.35,259.94,38.2,298.14,GPay
RD5910783650815253,20240720,10:35:32.771041,cab economy,completed,Hosur Sarjapur Road Layout Layout,,HRBR Layout 4th Block,,100,1.52,747.79,38.46,786.25,Amazon Pay
RD0896077384208213,20240804,05:31:47.771041,bike,completed,Begur Side,,Anekal Way,,29,19.93,626.79,32.46,659.25,Amazon Pay
RD6342578362915116,20240723,15:34:12.771041,parcel,completed,Hoodi Alcove,,Kothnur 3rd Stage,,91,10.03,849.5,20.38,869.88,Paytm
RD7897980138073974,20240723,23:19:46.771041,auto,completed,RMV 2nd Stage Fields,,Kundalahalli District,,116,14.21,779.5,6.44,785.94,QR scan
RD4811641897067630,20240705,08:55:28.771041,bike lite,completed,Nelamangala 4th Block,,Tavarekere Park,,68,32.68,445.3,40.98,486.28,QR scan
RD8123285599232198,20240723,04:07:51.771041,bike lite,completed,Jalahalli Station,,Kothaguda Bay,,51,19.15,930.21,6.92,937.13,GPay
RD9141415830540356,20240812,01:51:48.771041,parcel,completed,Magadi Road 1st Block,,Attibele Station,,90,4.29,551.56,47.24,598.8,Amazon Pay
RD8888330603108055,20240718,10:13:27.771041,cab economy,cancelled,Sonnenahalli Ridge,,Horamavu Agara Woods,,119,25.35,,,,
RD9766683879725061,20240809,10:07:13.771041,bike lite,completed,Srirampura Farms,,Hennur Road Cut,,37,33.79,746.86,11.5,758.36,GPay
RD1352520311187060,20240712,19:55:12.771041,auto,completed,Dooravani Nagar Drive,,Chikkagubbi Fork,,104,18.91,205.41,27.08,232.49,Amazon Pay
RD0800669807285645,20240723,07:37:53.771041,auto,completed,Chikkabellandur Meadows,,BTM 2nd Stage 4th Stage,,41,45.06,375.88,47.35,423.23,Amazon Pay
RD4556104991932019,20240626,02:50:44.771041,bike,completed,Jakkur Passage,,Pai Layout 4th Stage,,45,48.95,615.97,26.92,642.89,Paytm
RD0132052826928438,20240708,00:08:13.771041,bike,cancelled,Kudlu Gate Pier,,Kalyan Nagar Sector,,56,35.07,,,,
RD0516345327531074,20240624,17:55:45.771041,auto,completed,Jayanagar Ridge,4.0,Horamavu Court,,72,36.05,484.36,11.47,495.83,Amazon Pay
RD0846949815039891,20240812,20:49:17.771041,bike,completed,Jakkasandra Quadrant,,HRBR Layout Trail,,32,23.22,544.4,33.65,578.05,Amazon Pay
RD5288953513812791,20240722,08:34:57.771041,bike,completed,Agara Court,,Thanisandra Track,,55,39.06,895.67,30.94,926.61,GPay
RD2569935802080202,20240804,10:43:52.771041,bike lite,completed,Horamavu Agara Zone,,Thanisandra Arc,,91,35.12,738.97,26.07,765.0400000000001,Paytm
RD1051260984476030,20240623,19:10:39.771041,cab economy,completed,Dooravani Nagar Court,,Kumaraswamy Layout Woods,,20,9.13,278.33,45.81,324.14,Amazon Pay
RD6264854485485098,20240730,18:08:06.771041,auto,completed,Kalyan Nagar Drive,,Banaswadi Alcove,,22,40.24,274.86,46.67,321.53000000000003,Paytm
RD9478647450586340,20240815,13:10:45.771041,bike lite,completed,Jayanagar Bay,4.0,Giri Nagar Bay,,106,43.3,142.44,28.36,170.8,QR scan
RD7162563438488795,20240701,15:02:35.771041,bike lite,completed,RT Nagar Court,,Agrahara Layout Ridge,,79,46.4,495.8,16.87,512.67,Amazon Pay
RD2589785488320722,20240808,00:27:21.771041,cab economy,completed,Kodigehalli Pointe,,Marathahalli 1st Stage,,105,36.32,331.5,14.28,345.78,Amazon Pay
RD1268228126807672,20240624,13:00:02.771041,bike,completed,Whitefield Cutting,7.0,Basavanagudi Extension,,43,7.39,95.33,38.81,134.14,GPay
RD5071416316142062,20240704,17:04:04.771041,bike,completed,HRBR Layout Estate,,Koramangala 4th Block District,5.0,86,44.8,573.45,9.27,582.72,Paytm
RD4955539085982434,20240720,07:50:57.771041,bike,completed,JP Nagar Cove,,Bhadrappa Layout Quadrant,,104,40.8,694.46,25.12,719.58,GPay
RD9327839786883158,20240620,01:42:56.771041,auto,completed,Babusapalya Sector,,Kalyan Nagar Depot,,96,24.89,546.02,45.37,591.39,Paytm
RD3478253459333914,20240710,11:07:18.771041,cab economy,completed,Koramangala 6th Block Yard,5.0,Billekahalli Sector,,16,40.31,932.53,29.65,962.18,QR scan
RD7492462737192943,20240719,11:57:56.771041,bike,completed,Devarachikkanahalli Close,,KR Puram Heights,,48,33.57,614.79,4.95,619.74,QR scan
RD1150682278572614,20240720,03:25:17.771041,cab economy,completed,Kudlu Gate Viewpoint,,Dodda Banaswadi District,,74,9.92,970.25,41.6,1011.85,Amazon Pay
RD5102057694554596,20240627,07:33:07.771041,bike,completed,Arekere Extension,,Hosur Sarjapur Road Layout Nagar,,37,32.29,591.65,9.17,600.8199999999999,Amazon Pay
RD3144654659906375,20240808,11:57:29.771041,auto,completed,Magadi Road District,,Domlur Pointe,,76,38.27,524.57,20.65,545.22,Paytm
RD4632830005518627,20240801,14:23:17.771041,auto,completed,Giri Nagar Bay,,Indiranagar Run,3.0,109,20.71,936.79,11.07,947.86,Amazon Pay
RD4915007606094856,20240710,01:10:03.771041,bike,completed,Dasarahalli Terrace,,Babusapalya Mews,,18,5.84,967.6,39.08,1006.68,Amazon Pay
RD6215215814521393,20240704,06:03:53.771041,auto,completed,Rajarajeshwari Nagar Harbor,,Kothnur Dam,,119,17.25,193.81,32.77,226.58,Amazon Pay
RD4463991757754411,20240801,17:24:57.771041,bike,cancelled,Bikasipura Bridge,,Nandini Layout 3rd Stage,,69,6.0,,,,
RD3811606481166373,20240703,07:48:32.771041,cab economy,completed,VV Puram Promenade,,Ramamurthy Nagar Crescent,,75,38.9,960.4,28.3,988.7,Amazon Pay
RD9468574827984882,20240704,03:16:58.771041,parcel,completed,Sarjapur Road,,Kanaka Nagar Village,,55,3.82,303.1,19.33,322.43,Paytm
RD0544354244633867,20240815,14:09:57.771041,bike,cancelled,Doddaballapur Area,,Electronic City Cut,1.0,16,9.97,,,,
RD2663824150335951,20240628,18:24:05.771041,bike,completed,Tavarekere Run,,Sarjapur Fields,,25,49.08,589.75,25.73,615.48,GPay
RD9584397956741287,20240709,21:51:23.771041,bike,completed,Kaggalipura Estate,,Hennur Cross,,63,11.06,715.43,21.42,736.8499999999999,QR scan
RD2740124029970716,20240623,18:19:24.771041,auto,completed,Bommasandra 2nd Stage,,Agara Road,,74,26.72,639.6,10.94,650.5400000000001,GPay
RD8696077904643705,20240816,15:58:25.771041,bike,completed,Kaval Byrasandra Promenade,,Billekahalli Nagar,,45,1.39,926.25,26.46,952.71,GPay
RD1483716464056515,20240804,06:46:32.771041,bike lite,cancelled,Subramanyapura Cove,,Srirampura Boulevard,,58,37.72,,,,
RD8437803849964873,20240711,20:45:13.771041,bike lite,completed,Harohalli Arc,,Kadugodi 4th Stage,,53,8.24,878.11,6.59,884.7,Amazon Pay
RD5157245616213732,20240627,05:30:11.771041,bike,completed,Kalyan Nagar Arc,,Frazer Town Plaza,,10,3.52,306.74,6.96,313.7,GPay
RD1018039770389028,20240710,00:09:41.771041,auto,completed,Billekahalli Vista,,Chikkalasandra Area,,101,28.1,220.31,10.85,231.16,Amazon Pay
RD3737830850543554,20240719,02:26:50.771041,cab economy,completed,Nagawara Bridge,,Sarjapur 5th Block,,14,35.86,572.11,30.19,602.3000000000001,Amazon Pay
RD7954769710201496,20240709,00:17:20.771041,parcel,completed,Dodda Banaswadi Trail,,Seshadripuram Drive,,104,3.74,853.33,32.86,886.19,Paytm
RD2782250093979323,20240625,12:56:26.771041,cab economy,completed,Vijayanagar 3rd Block,,HRBR Layout 1st Block,,116,19.57,951.99,42.7,994.69,GPay
RD2227161690239787,20240617,07:22:58.771041,bike,completed,Kundalahalli 1st Stage,,Koramangala Extension,5.0,81,31.82,239.27,49.97,289.24,GPay
RD8428764463775906,20240709,08:09:32.771041,auto,completed,Vasanth Nagar Promenade,,Jayanagar Works,4.0,115,18.62,78.4,41.66,120.06,Amazon Pay
RD9936792577004995,20240712,11:56:17.771041,auto,completed,Kadugodi Run,,Nelamangala Ridge,,88,5.89,564.52,24.85,589.37,Paytm
RD2986120578590521,20240628,12:55:23.771041,bike,completed,Horamavu 3rd Block,,Bommasandra Area,,99,16.23,60.39,4.71,65.1,Amazon Pay
RD0469583388394430,20240718,07:36:45.771041,bike,completed,Dodda Banaswadi Crescent,,Benson Town Trail,,31,28.98,997.48,31.12,1028.6,QR scan
RD4509094872950350,20240617,12:21:51.771041,bike,completed,Whitefield Square,7.0,Mahadevapura Dam,,19,32.3,718.02,17.3,735.3199999999999,GPay
RD8030793494044204,20240728,19:09:39.771041,auto,cancelled,Bommasandra Pier,,Magadi Road Quay,,64,32.33,,,,
RD4368164270928384,20240707,13:16:20.771041,cab economy,completed,Attibele Esplanade,,Seshadripuram View,,56,33.15,753.62,30.43,784.05,Paytm
RD2571898683195361,20240620,01:06:48.771041,bike,cancelled,Thanisandra Esplanade,,MG Road Arcade,,79,32.22,,,,
RD0893223293060228,20240731,12:15:55.771041,bike lite,completed,Malleshwaram 4th Block,,Nandini Layout Cutting,,49,48.19,840.98,28.89,869.87,Amazon Pay
RD4627572518287763,20240712,08:32:48.771041,bike lite,completed,Hennur Court,,Banerghatta Road Circle,,66,15.4,841.29,40.14,881.43,GPay
RD9195858908357047,20240722,13:19:36.771041,bike lite,completed,Nelamangala Quadrant,,Hennur Circle,,84,11.93,583.88,14.71,598.59,GPay
RD7530813530623246,20240724,18:55:54.771041,auto,completed,Marathahalli Passage,,Bhadrappa Layout Loop,,68,7.09,931.38,38.04,969.42,GPay
RD0716039988143314,20240802,10:04:02.771041,cab economy,cancelled,Varthur Complex,,Tavarekere Cut,,67,8.99,,,,
RD9647595615646333,20240727,18:04:44.771041,bike,completed,Bikasipura Estate,,Avalahalli 4th Block,,59,5.11,312.01,2.47,314.48,GPay
RD4222986358462923,20240728,11:43:30.771041,parcel,completed,Tavarekere Landing,,Yelahanka Garden,,18,19.07,727.12,13.38,740.5,QR scan
RD1756129226424400,20240708,05:29:01.771041,auto,completed,Hosur Cross,,Yeshwanthpur Complex,8.0,108,43.0,628.12,33.08,661.2,QR scan
RD5961634183089435,20240721,22:29:05.771041,auto,completed,Yelahanka Place,,Subbanna Palya 1st Block,,27,23.84,561.03,28.08,589.11,QR scan
RD1733222672051230,20240721,03:51:59.771041,auto,completed,VV Puram Village,,Billekahalli Complex,,20,2.53,895.68,40.18,935.86,QR scan
RD3745471697785436,20240619,12:21:22.771041,bike,completed,Kundalahalli Dam,,Mysore Road Side,,113,27.98,581.3,19.59,600.89,Paytm
RD3916916428531127,20240629,02:47:55.771041,bike lite,cancelled,MG Road Run,,Vidyaranyapura Way,,16,40.37,,,,
RD8141213343841459,20240730,05:21:19.771041,cab economy,completed,Sahakar Nagar Circle,,RT Nagar Quarry,,100,45.14,301.17,27.18,328.35,Amazon Pay
RD6634145651369775,20240719,13:52:05.771041,auto,completed,Kundalahalli 4th Stage,,Indiranagar Mews,3.0,15,28.16,833.09,47.42,880.51,Paytm
RD1772790188811097,20240713,22:41:25.771041,bike lite,completed,Hulimavu Fields,,Ramamurthy Nagar Village,,85,9.74,893.31,34.46,927.77,Paytm
RD8042136488837367,20240722,14:17:18.771041,parcel,completed,Rachenahalli Garden,,Vasanth Nagar 5th Block,,51,35.5,531.35,28.44,559.7900000000001,GPay
RD8019423278450540,20240719,17:56:10.771041,auto,completed,Yelahanka New Town Park,,Doddakannelli Promenade,,46,16.34,800.82,12.08,812.9000000000001,GPay
RD5074817386856647,20240726,05:56:54.771041,bike,completed,Kumaraswamy Layout View,,Ramamurthy Nagar 6th Block,,74,11.31,501.28,41.35,542.63,Amazon Pay
RD2470814541338589,20240628,15:46:54.771041,auto,cancelled,Amruthahalli Woods,,Kothanur Square,,79,16.27,,,,
RD3069330288949907,20240714,14:06:35.771041,parcel,completed,Rajarajeshwari Nagar Side,,Billekahalli Bay,,15,38.78,344.01,45.94,389.95,Amazon Pay
RD0049740098273827,20240717,12:24:09.771041,auto,completed,Chikkagubbi Passage,,HSR Layout Arcade,,44,40.88,676.01,15.12,691.13,Paytm
RD5195477001888233,20240808,23:22:03.771041,auto,completed,Benson Town Village,,Basaveshwaranagar Run,,48,29.46,738.28,19.73,758.01,Amazon Pay
RD0387682129700315,20240814,13:34:23.771041,parcel,completed,Ramamurthy Nagar 3rd Stage,,Bhuvaneshwari Nagar Vista,,59,48.28,638.18,34.51,672.6899999999999,QR scan
RD8598916818336236,20240707,01:10:53.771041,auto,completed,Lingarajapuram 3rd Stage,,Sadashiva Nagar Sector,,17,18.79,317.7,6.73,324.43,QR scan
RD5787675190498798,20240807,04:50:40.771041,bike,completed,Avalahalli Yard,,Kalyan Nagar Trail,,116,17.57,243.4,22.85,266.25,QR scan
RD3515205047742997,20240725,21:44:37.771041,auto,completed,Kudlu Gate Township,,Kanaka Nagar 2nd Stage,,82,45.31,293.75,31.81,325.56,Amazon Pay
RD6736836006673213,20240628,03:07:42.771041,cab economy,completed,Nagwara Bay,,Nagwara Quay,,94,40.88,305.34,16.35,321.69,Paytm
RD6702642146473260,20240803,17:45:41.771041,cab economy,completed,Yelahanka New Town Park,,Kengeri Plaza,,26,39.14,846.87,5.71,852.58,QR scan
RD7220419828490456,20240814,12:45:20.771041,parcel,completed,Giri Nagar Vista,,Ulsoor Loop,,66,37.92,355.28,33.64,388.92,GPay
